kelas,file,status,masalah,durasi_asli,durasi_aktif,silence_pct,rms,max_amp,sr
nyeri,nyeri_023.wav,OK,,2.0,0.736,63.2,0.066933,0.7715,16000
nyeri,nyeri_024.wav,OK,,2.0,0.672,66.4,0.098983,0.778,16000
nyeri,nyeri_025.wav,OK,,2.0,0.64,68.0,0.071342,0.6713,16000
lemas,lemas_001.wav,OK,,2.0,2.0,0.0,0.045028,0.3619,16000
lemas,lemas_002.wav,OK,,2.0,1.824,8.8,0.073862,0.9901,16000
lemas,lemas_003.wav,OK,,2.0,2.0,0.0,0.045308,0.4761,16000
lemas,lemas_004.wav,OK,,2.0,2.0,0.0,0.042481,0.3732,16000
lemas,lemas_005.wav,OK,,2.0,1.856,7.2,0.104812,1.0,16000
lemas,lemas_006.wav,OK,,2.0,0.704,64.8,0.086955,0.8687,16000
lemas,lemas_007.wav,OK,,2.0,0.736,63.2,0.097131,0.9908,16000
lemas,lemas_008.wav,OK,,2.0,0.928,53.6,0.09307,0.9923,16000
lemas,lemas_009.wav,OK,,2.0,1.344,32.8,0.087861,0.6298,16000
lemas,lemas_010.wav,OK,,2.0,0.96,52.0,0.120415,0.9858,16000
lemas,lemas_011.wav,OK,,1.451,0.907,37.5,0.07775,0.803,16000
lemas,lemas_012.wav,OK,,1.451,0.864,40.4,0.064705,0.7061,16000
lemas,lemas_013.wav,OK,,1.792,0.928,48.2,0.050419,0.5429,16000
lemas,lemas_014.wav,OK,,1.707,0.992,41.9,0.051343,0.4325,16000
lemas,lemas_016.wav,OK,,2.0,0.608,69.6,0.080225,0.6095,16000
lemas,lemas_017.wav,OK,,2.0,0.736,63.2,0.090879,0.4484,16000
lemas,lemas_018.wav,OK,,2.0,0.608,69.6,0.069493,0.4147,16000
lemas,lemas_019.wav,OK,,2.0,1.024,48.8,0.105313,0.406,16000
lemas,lemas_020.wav,OK,,2.0,0.704,64.8,0.089916,0.5867,16000
lemas,lemas_021.wav,OK,,2.0,0.768,61.6,0.062017,0.9058,16000
lemas,lemas_022.wav,OK,,2.0,0.784,60.8,0.065194,0.6813,16000
lemas,lemas_023.wav,OK,,2.0,0.688,65.6,0.086743,0.9927,16000
lemas,lemas_024.wav,OK,,2.0,0.608,69.6,0.048962,0.8574,16000
lemas,lemas_025.wav,OK,,2.0,0.88,56.0,0.052131,0.4406,16000
bersin,bersin_001.wav,OK,,2.0,1.984,0.8,0.056786,0.5168,16000
bersin,bersin_002.wav,OK,,2.0,2.0,0.0,0.059717,0.7198,16000
bersin,bersin_003.wav,OK,,2.0,1.968,1.6,0.071432,0.8722,16000
bersin,bersin_004.wav,OK,,2.0,0.608,69.6,0.125176,1.0,16000
bersin,bersin_005.wav,OK,,2.0,2.0,0.0,0.065136,0.8657,16000
bersin,bersin_006.wav,OK,,2.0,0.64,68.0,0.103519,0.9911,16000
bersin,bersin_007.wav,OK,,2.0,0.64,68.0,0.102384,0.8218,16000
bersin,bersin_008.wav,OK,,2.0,0.768,61.6,0.100986,0.9843,16000
bersin,bersin_009.wav,OK,,2.0,0.96,52.0,0.119483,0.7526,16000
bersin,bersin_010.wav,OK,,2.0,1.216,39.2,0.093307,0.9318,16000
bersin,bersin_011.wav,OK,,2.0,0.992,50.4,0.019284,0.1348,16000
bersin,bersin_012.wav,OK,,2.0,2.0,0.0,0.004002,0.0286,16000
bersin,bersin_013.wav,OK,,2.0,2.0,0.0,0.00234,0.0104,16000
bersin,bersin_014.wav,OK,,2.0,2.0,0.0,0.002927,0.0256,16000
bersin,bersin_015.wav,OK,,0.853,0.309,63.7,0.101144,0.9999,16000
bersin,bersin_016.wav,OK,,2.0,0.608,69.6,0.088097,0.6779,16000
bersin,bersin_017.wav,OK,,2.0,1.024,48.8,0.110488,0.6056,16000
bersin,bersin_018.wav,OK,,2.0,0.704,64.8,0.083285,0.634,16000
bersin,bersin_019.wav,OK,,2.0,1.12,44.0,0.101598,0.4539,16000
bersin,bersin_020.wav,OK,,2.0,0.624,68.8,0.169996,0.9938,16000
bersin,bersin_021.wav,OK,,2.0,0.8,60.0,0.074851,0.8846,16000
bersin,bersin_022.wav,OK,,2.0,0.784,60.8,0.061411,0.7391,16000
bersin,bersin_024.wav,OK,,2.0,0.784,60.8,0.069425,0.8575,16000
bersin,bersin_025.wav,OK,,2.0,0.64,68.0,0.039241,0.6851,16000
diare,diare_001.wav,OK,,2.0,1.92,4.0,0.089393,0.6454,16000
diare,diare_002.wav,OK,,2.0,2.0,0.0,0.061212,0.4795,16000
diare,diare_003.wav,OK,,2.0,2.0,0.0,0.051912,0.3219,16000
diare,diare_004.wav,OK,,2.0,1.664,16.8,0.088348,0.6545,16000
diare,diare_005.wav,OK,,2.0,1.952,2.4,0.068098,0.5369,16000
diare,diare_006.wav,OK,,2.0,0.8,60.0,0.107667,0.8937,16000
diare,diare_007.wav,OK,,2.0,0.928,53.6,0.086285,0.654,16000
diare,diare_008.wav,OK,,2.0,0.608,69.6,0.105586,0.8461,16000
diare,diare_009.wav,OK,,2.0,1.024,48.8,0.110532,0.8999,16000
diare,diare_010.wav,OK,,2.0,0.864,56.8,0.095003,0.9919,16000
diare,diare_011.wav,OK,,1.792,0.896,50.0,0.050036,0.3993,16000
diare,diare_012.wav,OK,,2.304,1.184,48.6,0.046976,0.3357,16000
diare,diare_013.wav,OK,,2.048,0.928,54.7,0.073678,0.6776,16000
diare,diare_016.wav,OK,,2.0,0.864,56.8,0.104174,0.5811,16000
diare,diare_017.wav,OK,,2.0,0.64,68.0,0.091524,0.5338,16000
diare,diare_018.wav,OK,,2.0,1.056,47.2,0.127908,0.6072,16000
diare,diare_019.wav,OK,,2.0,0.704,64.8,0.09408,0.66,16000
diare,diare_020.wav,OK,,2.0,0.768,61.6,0.101421,0.5068,16000
diare,diare_021.wav,OK,,2.0,0.832,58.4,0.056091,0.6068,16000
diare,diare_022.wav,OK,,2.0,0.656,67.2,0.11752,0.9948,16000
diare,diare_023.wav,OK,,2.0,0.64,68.0,0.032497,0.4243,16000
diare,diare_024.wav,OK,,2.0,0.672,66.4,0.056647,0.5997,16000
diare,diare_025.wav,OK,,2.0,0.624,68.8,0.144084,0.9884,16000
muntah,muntah_001.wav,OK,,2.0,1.888,5.6,0.071586,0.9293,16000
muntah,muntah_002.wav,OK,,2.0,2.0,0.0,0.059921,0.5679,16000
muntah,muntah_003.wav,OK,,2.0,2.0,0.0,0.062409,0.6682,16000
muntah,muntah_004.wav,OK,,2.0,1.728,13.6,0.101564,0.971,16000
muntah,muntah_005.wav,OK,,2.0,1.968,1.6,0.058488,0.4896,16000
muntah,muntah_006.wav,OK,,2.0,0.736,63.2,0.122103,0.9889,16000
muntah,muntah_007.wav,OK,,2.0,0.96,52.0,0.106221,0.9534,16000
muntah,muntah_008.wav,OK,,2.0,1.184,40.8,0.103762,0.9728,16000
muntah,muntah_009.wav,OK,,2.0,1.088,45.6,0.088123,0.9927,16000
muntah,muntah_010.wav,OK,,2.0,1.392,30.4,0.123468,0.7924,16000
muntah,muntah_011.wav,OK,,2.048,0.8,60.9,0.037383,0.3431,16000
muntah,muntah_012.wav,OK,,1.536,0.736,52.1,0.047393,0.3875,16000
muntah,muntah_013.wav,OK,,2.0,1.296,35.2,0.087252,0.6351,16000
muntah,muntah_016.wav,OK,,2.0,0.64,68.0,0.090352,0.745,16000
muntah,muntah_017.wav,OK,,2.0,0.672,66.4,0.079268,0.5906,16000
muntah,muntah_018.wav,OK,,2.0,1.152,42.4,0.103226,0.4377,16000
muntah,muntah_019.wav,OK,,2.0,0.704,64.8,0.088913,0.7953,16000
muntah,muntah_020.wav,OK,,2.0,0.96,52.0,0.103078,0.5829,16000
muntah,muntah_021.wav,OK,,2.0,0.8,60.0,0.032965,0.3804,16000
muntah,muntah_022.wav,OK,,2.0,0.672,66.4,0.071614,0.9835,16000
muntah,muntah_023.wav,OK,,2.0,0.64,68.0,0.033609,0.3629,16000
muntah,muntah_024.wav,OK,,2.0,0.608,69.6,0.02823,0.3515,16000
muntah,muntah_025.wav,OK,,2.0,0.704,64.8,0.034831,0.4779,16000
gatal,gatal_001.wav,OK,,2.0,1.792,10.4,0.078426,0.6409,16000
gatal,gatal_002.wav,OK,,2.0,2.0,0.0,0.060252,0.468,16000
gatal,gatal_003.wav,OK,,2.0,0.736,63.2,0.096697,0.899,16000
gatal,gatal_004.wav,OK,,2.0,0.96,52.0,0.081673,0.8218,16000
gatal,gatal_005.wav,OK,,2.0,0.96,52.0,0.112095,0.955,16000
gatal,gatal_006.wav,OK,,2.0,0.672,66.4,0.11734,0.9774,16000
gatal,gatal_007.wav,OK,,2.0,0.736,63.2,0.089029,0.9994,16000
gatal,gatal_008.wav,OK,,2.0,1.312,34.4,0.127548,0.8519,16000
gatal,gatal_009.wav,OK,,2.0,0.736,63.2,0.100479,0.9944,16000
gatal,gatal_010.wav,OK,,2.0,1.392,30.4,0.119401,0.9522,16000
gatal,gatal_011.wav,OK,,1.536,0.768,50.0,0.097065,0.937,16000
gatal,gatal_012.wav,OK,,2.731,1.44,47.3,0.069883,0.7463,16000
gatal,gatal_013.wav,OK,,2.304,2.016,12.5,0.055304,0.7169,16000
gatal,gatal_014.wav,OK,,1.963,1.088,44.6,0.061701,0.3231,16000
gatal,gatal_016.wav,OK,,2.0,0.8,60.0,0.083354,0.7116,16000
gatal,gatal_017.wav,OK,,2.0,1.28,36.0,0.093754,0.6394,16000
gatal,gatal_018.wav,OK,,2.0,0.8,60.0,0.08213,0.5404,16000
gatal,gatal_019.wav,OK,,2.0,1.44,28.0,0.107349,0.5814,16000
gatal,gatal_020.wav,OK,,2.0,0.768,61.6,0.090452,0.7243,16000
gatal,gatal_021.wav,OK,,2.0,0.832,58.4,0.036001,0.3901,16000
gatal,gatal_022.wav,OK,,2.0,0.8,60.0,0.14576,0.9828,16000
gatal,gatal_023.wav,OK,,2.0,0.704,64.8,0.022448,0.2746,16000
gatal,gatal_024.wav,OK,,2.0,0.832,58.4,0.015851,0.1956,16000
gatal,gatal_025.wav,OK,,2.0,0.864,56.8,0.028936,0.3045,16000
bengkak,bengkak_001.wav,OK,,2.0,1.28,36.0,0.066465,0.9455,16000
bengkak,bengkak_002.wav,OK,,2.0,1.952,2.4,0.068232,0.9136,16000
bengkak,bengkak_003.wav,OK,,2.0,1.968,1.6,0.063528,0.6884,16000
bengkak,bengkak_004.wav,OK,,2.0,2.0,0.0,0.049557,0.4982,16000
bengkak,bengkak_005.wav,OK,,2.0,0.96,52.0,0.132663,1.0,16000
bengkak,bengkak_006.wav,OK,,2.0,0.608,69.6,0.09748,0.9881,16000
bengkak,bengkak_007.wav,OK,,2.0,0.704,64.8,0.105209,0.9926,16000
bengkak,bengkak_008.wav,OK,,2.0,0.784,60.8,0.114321,0.9848,16000
bengkak,bengkak_009.wav,OK,,2.0,1.184,40.8,0.123711,0.8608,16000
bengkak,bengkak_010.wav,OK,,2.0,0.672,66.4,0.092519,0.9897,16000
bengkak,bengkak_011.wav,OK,,2.304,1.856,19.4,0.048143,0.4332,16000
bengkak,bengkak_012.wav,OK,,2.133,1.792,16.0,0.052901,0.7861,16000
bengkak,bengkak_013.wav,OK,,2.816,2.72,3.4,0.075021,0.6389,16000
bengkak,bengkak_014.wav,OK,,2.048,1.728,15.6,0.034578,0.4049,16000
bengkak,bengkak_015.wav,OK,,2.048,1.984,3.1,0.070756,0.9484,16000
bengkak,bengkak_016.wav,OK,,2.0,0.704,64.8,0.093517,0.7979,16000
bengkak,bengkak_017.wav,OK,,2.0,0.704,64.8,0.085417,0.5975,16000
bengkak,bengkak_018.wav,OK,,2.0,0.64,68.0,0.058716,0.6732,16000
bengkak,bengkak_019.wav,OK,,2.0,0.704,64.8,0.086661,0.665,16000
bengkak,bengkak_020.wav,OK,,2.0,1.184,40.8,0.099048,0.5115,16000
bengkak,bengkak_021.wav,OK,,2.0,0.672,66.4,0.046597,0.5785,16000
bengkak,bengkak_022.wav,OK,,2.0,0.736,63.2,0.107521,0.9939,16000
bengkak,bengkak_023.wav,OK,,2.0,0.864,56.8,0.040744,0.4554,16000
bengkak,bengkak_024.wav,OK,,2.0,0.704,64.8,0.06461,0.626,16000
bengkak,bengkak_025.wav,OK,,2.0,0.608,69.6,0.042587,0.505,16000
panas,panas_001.wav,OK,,2.0,2.0,0.0,0.045608,0.4974,16000
panas,panas_002.wav,OK,,2.0,2.0,0.0,0.066464,0.7554,16000
panas,panas_003.wav,OK,,2.0,0.672,66.4,0.125714,1.0,16000
panas,panas_004.wav,OK,,2.0,1.888,5.6,0.088925,0.9376,16000
panas,panas_005.wav,OK,,2.0,1.952,2.4,0.082587,0.7717,16000
panas,panas_006.wav,OK,,2.0,0.672,66.4,0.061356,0.993,16000
panas,panas_007.wav,OK,,2.0,1.088,45.6,0.078667,0.991,16000
panas,panas_008.wav,OK,,2.0,0.736,63.2,0.059345,0.9939,16000
panas,panas_009.wav,OK,,2.0,1.152,42.4,0.096964,0.9913,16000
panas,panas_010.wav,OK,,2.0,0.704,64.8,0.082844,0.9938,16000
panas,panas_011.wav,OK,,1.621,0.885,45.4,0.111701,0.9937,16000
panas,panas_012.wav,OK,,1.451,1.451,0.0,0.150178,1.0341,16000
panas,panas_013.wav,OK,,1.195,1.088,8.9,0.085588,1.002,16000
panas,panas_014.wav,OK,,2.389,2.24,6.3,0.068213,0.5912,16000
panas,panas_015.wav,OK,,1.451,0.576,60.3,0.030967,0.3428,16000
panas,panas_016.wav,OK,,2.0,0.608,69.6,0.062958,0.6653,16000
panas,panas_017.wav,OK,,2.0,0.704,64.8,0.081035,0.6548,16000
panas,panas_018.wav,OK,,2.0,0.672,66.4,0.085042,0.6331,16000
panas,panas_019.wav,OK,,2.0,0.896,55.2,0.084082,0.557,16000
panas,panas_020.wav,OK,,2.0,1.6,20.0,0.11927,0.6276,16000
panas,panas_021.wav,OK,,2.0,0.832,58.4,0.109621,0.9938,16000
panas,panas_022.wav,OK,,2.0,0.784,60.8,0.083731,0.7682,16000
panas,panas_023.wav,OK,,2.0,0.752,62.4,0.04524,0.5424,16000
panas,panas_024.wav,OK,,2.0,0.768,61.6,0.08285,0.8974,16000
panas,panas_025.wav,OK,,2.0,0.768,61.6,0.037618,0.6205,16000
keringat,keringat_001.wav,OK,,2.0,1.968,1.6,0.067995,0.6137,16000
keringat,keringat_002.wav,OK,,2.0,1.76,12.0,0.079701,0.9472,16000
keringat,keringat_003.wav,OK,,2.0,1.968,1.6,0.048403,0.4591,16000
keringat,keringat_004.wav,OK,,2.0,0.64,68.0,0.118445,0.9309,16000
keringat,keringat_005.wav,OK,,2.0,2.0,0.0,0.048564,0.3723,16000
keringat,keringat_006.wav,OK,,2.0,0.864,56.8,0.089555,0.9952,16000
keringat,keringat_007.wav,OK,,2.0,1.088,45.6,0.101151,0.9937,16000
keringat,keringat_008.wav,OK,,2.0,1.264,36.8,0.110612,0.974,16000
keringat,keringat_009.wav,OK,,2.0,0.608,69.6,0.079305,0.9927,16000
keringat,keringat_010.wav,OK,,2.0,0.608,69.6,0.085213,0.9922,16000
keringat,keringat_011.wav,OK,,1.707,1.088,36.3,0.044269,0.4822,16000
keringat,keringat_012.wav,OK,,1.963,0.736,62.5,0.0431,0.5009,16000
keringat,keringat_013.wav,OK,,1.621,0.544,66.4,0.03204,0.5049,16000
keringat,keringat_014.wav,OK,,2.56,1.664,35.0,0.066133,0.2577,16000
keringat,keringat_016.wav,OK,,2.0,0.608,69.6,0.093209,0.6936,16000
keringat,keringat_017.wav,OK,,2.0,0.768,61.6,0.099318,0.5546,16000
keringat,keringat_018.wav,OK,,2.0,1.312,34.4,0.123827,0.5527,16000
keringat,keringat_019.wav,OK,,2.0,0.64,68.0,0.085187,0.5553,16000
keringat,keringat_020.wav,OK,,2.0,0.96,52.0,0.104076,0.5326,16000
keringat,keringat_021.wav,OK,,2.0,0.848,57.6,0.074424,0.7125,16000
keringat,keringat_022.wav,OK,,2.0,0.816,59.2,0.032223,0.2775,16000
keringat,keringat_023.wav,OK,,2.0,0.832,58.4,0.053152,0.7848,16000
keringat,keringat_024.wav,OK,,2.0,0.8,60.0,0.047469,0.4812,16000
keringat,keringat_025.wav,OK,,2.0,0.704,64.8,0.113895,0.9948,16000
berdebar,berdebar_001.wav,OK,,2.0,1.936,3.2,0.109116,0.9681,16000
berdebar,berdebar_002.wav,OK,,2.0,1.568,21.6,0.105947,0.7547,16000
berdebar,berdebar_003.wav,OK,,2.0,1.216,39.2,0.108629,0.9256,16000
berdebar,berdebar_004.wav,OK,,2.0,0.64,68.0,0.153925,1.0,16000
berdebar,berdebar_005.wav,OK,,2.0,1.952,2.4,0.051966,0.4523,16000
berdebar,berdebar_006.wav,OK,,2.0,1.152,42.4,0.135683,0.8346,16000
berdebar,berdebar_007.wav,OK,,2.0,0.832,58.4,0.119743,0.8032,16000
berdebar,berdebar_008.wav,OK,,2.0,0.832,58.4,0.0942,0.9963,16000
berdebar,berdebar_009.wav,OK,,2.0,1.424,28.8,0.133986,0.6944,16000
berdebar,berdebar_010.wav,OK,,2.0,0.864,56.8,0.123063,0.9927,16000
berdebar,berdebar_011.wav,OK,,2.0,1.632,18.4,0.00757,0.0432,16000
berdebar,berdebar_012.wav,OK,,2.0,1.44,28.0,0.018305,0.1312,16000
berdebar,berdebar_013.wav,OK,,2.0,2.0,0.0,0.00349,0.0286,16000
berdebar,berdebar_014.wav,OK,,2.0,2.0,0.0,0.003382,0.0294,16000
berdebar,berdebar_016.wav,OK,,2.0,0.896,55.2,0.093937,0.7733,16000
berdebar,berdebar_017.wav,OK,,2.0,1.12,44.0,0.093818,0.7487,16000
